epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.72196,1.08365,3.66409,3.43725,1.42674,0.0046,0.75,0.06074,0.02775,0.0046,0.75,0.06074,0.02597,0.76002,2.49069,3.72611,1.21133,5e-05,5e-05,5e-05
